iter	Passed	Remaining
286	447	1112
287	449	1111
288	450	1109
289	452	1106
290	453	1104
291	454	1101
292	455	1098
293	456	1096
294	457	1094
295	459	1091
296	459	1088
297	461	1086
298	462	1084
299	463	1082
300	464	1079
301	465	1076
302	467	1074
303	468	1071
304	469	1069
305	470	1067
306	471	1064
307	472	1061
308	473	1059
309	475	1057
310	477	1057
311	479	1056
312	480	1053
313	481	1052
314	483	1050
315	484	1047
316	485	1045
317	486	1043
318	487	1040
319	488	1038
320	490	1037
321	491	1035
322	492	1032
323	493	1029
324	494	1027
325	496	1025
326	497	1023
327	498	1020
328	499	1018
329	500	1015
330	501	1013
331	502	1011
332	503	1009
333	504	1006
334	506	1005
335	508	1005
336	510	1004
337	512	1003
338	513	1001
339	514	999
340	516	997
341	517	994
342	518	992
343	519	991
344	520	988
345	522	987
346	523	985
347	524	983
348	526	982
349	528	980
350	530	980
351	531	978
352	532	976
353	533	974
354	535	972
355	537	972
356	540	972
357	542	972
358	544	971
359	546	970
360	547	969
361	549	969
362	551	967
363	552	965
364	554	964
365	556	963
366	558	963
367	560	961
368	562	961
369	563	959
370	565	958
371	567	957
372	569	956
373	571	957
374	574	956
375	576	956
376	577	954
377	578	952
378	580	950
379	582	950
380	584	949
381	585	947
382	587	945
383	589	945
384	590	943
385	592	942
386	594	941
387	596	941
388	598	939
389	600	938
390	602	938
391	604	937
392	606	936
393	607	934
394	609	933
395	610	931
396	611	929
397	613	927
398	615	926
399	616	924
400	618	923
401	619	922
402	621	920
403	622	918
404	624	917
405	625	914
406	626	912
407	628	911
408	630	910
409	631	908
410	632	906
411	633	904
412	636	904
413	637	902
414	638	900
415	639	898
416	641	896
417	642	895
418	644	893
419	645	891
420	646	889
421	648	888
422	649	886
423	651	885
424	653	884
425	655	883
426	657	881
427	658	879
428	660	879
429	662	877
430	663	875
431	665	874
432	666	872
433	668	871
434	669	869
435	671	868
436	672	866
437	674	865
438	675	863
439	677	862
440	678	860
441	680	859
442	681	857
443	683	855
444	685	854
445	687	853
446	689	853
447	692	852
448	695	852
449	697	852
450	699	851
451	700	849
452	702	847
453	704	846
454	706	845
455	708	845
456	710	844
457	711	842
458	713	840
459	715	839
460	716	838
461	719	837
462	721	836
463	723	835
464	725	834
465	727	833
466	729	832
467	730	830
468	732	829
469	734	828
470	736	826
471	737	825
472	739	823
473	741	822
474	742	821
475	743	819
476	746	818
477	748	817
478	752	818
479	754	817
480	756	816
481	758	815
482	761	814
483	762	813
484	764	812
485	766	810
486	768	809
487	770	808
488	773	808
489	776	807
490	778	807
491	780	806
492	782	805
493	784	803
494	785	801
495	787	800
496	788	798
497	790	796
498	791	795
499	793	793
500	795	792
501	796	790
502	799	789
503	801	788
504	803	787
505	805	786
506	808	785
507	810	785
508	813	784
509	814	782
510	815	780
511	818	780
512	820	778
513	821	777
514	823	775
515	825	774
516	827	772
517	829	771
518	832	771
519	834	770
520	836	769
521	838	768
522	840	766
523	842	765
524	844	763
525	845	762
526	847	760
527	848	758
528	850	757
529	853	756
530	855	755
531	856	753
532	858	752
533	860	750
534	862	749
535	864	748
536	866	747
537	869	746
538	871	745
539	873	744
540	874	742
541	875	740
542	877	738
543	879	737
544	881	736
545	883	734
546	884	732
547	886	731
548	888	729
549	890	728
550	893	727
551	895	726
552	898	725
553	900	724
554	902	723
555	903	721
556	905	720
557	906	718
558	908	716
559	910	715
560	911	713
561	913	712
562	915	710
563	917	709
564	919	708
565	922	707
566	924	706
567	926	705
568	929	703
569	930	701
570	932	700
571	933	698
572	935	696
573	936	695
574	939	694
575	940	692
576	942	691
577	944	689
578	945	687
579	948	686
580	949	684
581	952	683
582	954	682
583	956	681
584	959	680
585	961	679
586	963	677
587	965	676
588	967	675
589	969	674
590	971	672
591	973	670
592	974	669
593	976	667
594	978	666
595	980	664
596	982	663
597	985	662
598	987	661
599	988	659
600	990	657
601	992	656
602	994	654
603	995	652
604	997	650
605	998	649
606	1000	647
607	1002	646
608	1003	644
609	1005	643
610	1008	641
611	1009	640
612	1011	638
613	1013	637
614	1015	635
615	1016	633
616	1019	632
617	1021	631
618	1022	629
619	1023	627
620	1025	625
621	1026	623
622	1028	622
623	1029	620
624	1031	619
625	1033	617
626	1034	615
627	1036	613
628	1038	612
629	1041	611
630	1043	610
631	1046	609
632	1049	608
633	1050	606
634	1051	604
635	1053	603
636	1055	601
637	1057	599
638	1059	598
639	1061	596
640	1062	595
641	1064	593
642	1066	591
643	1067	590
644	1069	588
645	1072	587
646	1074	586
647	1076	584
648	1078	583
649	1079	581
650	1082	580
651	1083	578
652	1086	577
653	1088	575
654	1089	573
655	1091	572
656	1093	570
657	1094	569
658	1097	568
659	1099	566
660	1101	564
661	1103	563
662	1105	561
663	1107	560
664	1108	558
665	1110	557
666	1113	555
667	1114	554
668	1117	552
669	1119	551
670	1121	549
671	1123	548
672	1125	546
673	1127	545
674	1130	544
675	1132	542
676	1133	540
677	1136	539
678	1138	538
679	1141	537
680	1143	535
681	1145	534
682	1147	532
683	1148	530
684	1151	529
685	1152	527
686	1154	525
687	1155	524
688	1157	522
689	1159	520
690	1160	518
691	1161	517
692	1164	515
693	1165	514
694	1167	512
695	1169	510
696	1171	509
697	1173	507
698	1174	505
699	1176	504
700	1178	502
701	1179	500
702	1180	498
703	1182	497
704	1184	495
705	1186	493
706	1187	492
707	1189	490
708	1191	489
709	1192	487
710	1194	485
711	1195	483
712	1197	482
713	1199	480
714	1201	478
715	1203	477
716	1205	475
717	1206	473
718	1207	471
719	1209	470
720	1210	468
721	1212	466
722	1213	465
723	1215	463
724	1218	462
725	1219	460
726	1220	458
727	1222	456
728	1224	455
729	1226	453
730	1227	451
731	1229	450
732	1231	448
733	1232	446
734	1234	444
735	1235	443
736	1237	441
737	1238	439
738	1240	437
739	1241	436
740	1243	434
741	1245	433
742	1246	431
743	1249	429
744	1250	428
745	1253	426
746	1255	425
747	1257	423
748	1260	422
749	1262	420
750	1263	419
751	1266	417
752	1268	416
753	1269	414
754	1271	412
755	1272	410
756	1275	409
757	1278	408
758	1280	406
759	1283	405
760	1286	403
761	1288	402
762	1291	401
763	1293	399
764	1296	398
765	1298	396
766	1300	395
767	1302	393
768	1304	391
769	1306	390
770	1307	388
771	1310	386
772	1311	385
773	1313	383
774	1316	382
775	1318	380
776	1319	378
777	1321	377
778	1323	375
779	1325	373
780	1326	372
781	1329	370
782	1331	369
783	1333	367
784	1335	365
785	1336	363
786	1338	362
787	1339	360
788	1342	358
789	1344	357
790	1345	355
791	1346	353
792	1348	352
793	1350	350
794	1351	348
795	1353	346
796	1354	345
797	1357	343
798	1358	341
799	1359	339
800	1361	338
801	1363	336
802	1365	335
803	1366	333
804	1369	331
805	1371	330
806	1373	328
807	1376	326
808	1377	325
809	1379	323
810	1381	321
811	1383	320
812	1384	318
813	1386	316
814	1388	315
815	1390	313
816	1391	311
817	1393	309
818	1395	308
819	1397	306
820	1398	304
821	1400	303
822	1403	301
823	1404	300
824	1406	298
825	1408	296
826	1410	294
827	1411	293
828	1413	291
829	1414	289
830	1416	288
831	1417	286
832	1418	284
833	1420	282
834	1422	281
835	1423	279
836	1424	277
837	1425	275
838	1428	274
839	1430	272
840	1432	270
841	1434	269
842	1436	267
843	1437	265
844	1439	263
845	1441	262
846	1442	260
847	1444	258
848	1445	257
849	1447	255
850	1448	253
851	1450	252
852	1452	250
853	1454	248
854	1455	246
855	1457	245
856	1459	243
857	1462	242
858	1464	240
859	1466	238
860	1468	237
861	1470	235
862	1472	233
863	1474	232
864	1476	230
865	1478	228
866	1481	227
867	1482	225
868	1484	223
869	1486	222
870	1488	220
871	1490	218
872	1491	217
873	1493	215
874	1495	213
875	1496	211
876	1498	210
877	1499	208
878	1501	206
879	1502	204
880	1503	203
881	1505	201
882	1507	199
883	1509	198
884	1511	196
885	1513	194
886	1515	193
887	1517	191
888	1519	189
889	1521	188
890	1522	186
891	1523	184
892	1524	182
893	1526	180
894	1527	179
895	1528	177
896	1530	175
897	1531	173
898	1533	172
899	1534	170
900	1535	168
901	1536	166
902	1538	165
903	1540	163
904	1541	161
905	1543	160
906	1544	158
907	1547	156
908	1548	155
909	1549	153
910	1550	151
911	1551	149
912	1554	148
913	1555	146
914	1556	144
915	1557	142
916	1559	141
917	1561	139
918	1562	137
919	1563	135
920	1564	134
921	1566	132
922	1567	130
923	1569	129
924	1570	127
925	1571	125
926	1573	123
927	1574	122
928	1575	120
929	1577	118
930	1578	117
931	1580	115
932	1583	113
933	1584	111
934	1587	110
935	1588	108
936	1589	106
937	1590	105
938	1591	103
939	1592	101
940	1594	99
941	1595	98
942	1596	96
943	1597	94
944	1598	93
945	1600	91
946	1601	89
947	1602	87
948	1603	86
949	1604	84
950	1605	82
951	1607	81
952	1608	79
953	1609	77
954	1610	75
955	1611	74
956	1612	72
957	1613	70
958	1615	69
959	1616	67
960	1617	65
961	1619	63
962	1621	62
963	1622	60
964	1623	58
965	1624	57
966	1626	55
967	1627	53
968	1628	52
969	1629	50
970	1631	48
971	1632	47
972	1634	45
973	1635	43
974	1637	41
975	1639	40
976	1641	38
977	1642	36
978	1643	35
979	1645	33
980	1647	31
981	1649	30
982	1650	28
983	1653	26
984	1654	25
985	1655	23
986	1657	21
987	1659	20
988	1660	18
989	1661	16
990	1663	15
991	1664	13
992	1666	11
993	1667	10
994	1670	8
995	1673	6
996	1674	5
997	1676	3
998	1677	1
999	1679	0
