iter	RMSE
630	0.4842673037
631	0.483911243
632	0.4837287604
633	0.4835342172
634	0.4833498116
635	0.4829762071
636	0.4828818421
637	0.4824726873
638	0.4822608995
639	0.4820341636
640	0.4818794874
641	0.4818208067
642	0.4814953844
643	0.4810480697
644	0.4809541411
645	0.4806595241
646	0.4805908314
647	0.4802514033
648	0.4800997082
649	0.4800195798
650	0.4798842488
651	0.4796798523
652	0.4793268826
653	0.4791634691
654	0.4789257133
655	0.478404661
656	0.4781421956
657	0.4779974389
658	0.4777560862
659	0.4773945153
660	0.4769359145
661	0.4768947357
662	0.4766102378
663	0.4764273439
664	0.4762780338
665	0.4758517182
666	0.4757926065
667	0.4754853165
668	0.4754144065
669	0.4750167029
670	0.4749177344
671	0.4747359024
672	0.4745179954
673	0.474397407
674	0.4742804375
675	0.4740537317
676	0.4735440443
677	0.4732160479
678	0.4729701582
679	0.4724523778
680	0.47201847
681	0.4719134342
682	0.4716130092
683	0.4713040434
684	0.4708373279
685	0.4706519925
686	0.4701797414
687	0.4700074881
688	0.4695483739
689	0.4691428638
690	0.4690673647
691	0.4686945687
692	0.4683704804
693	0.4680656361
694	0.4678262985
695	0.4677765443
696	0.4676556397
697	0.4674339531
698	0.4671828711
699	0.4668876994
700	0.466357895
701	0.466127
702	0.4659965566
703	0.4658919389
704	0.465551204
705	0.4652565629
706	0.4649401989
707	0.4646258619
708	0.4642604705
709	0.4639823162
710	0.463286825
711	0.4632556789
712	0.4630331475
713	0.4627332085
714	0.4620628439
715	0.4616428149
716	0.4615618873
717	0.4614537015
718	0.4613852463
719	0.461189333
720	0.4610632812
721	0.4609851043
722	0.4607364841
723	0.4605343957
724	0.4602276204
725	0.459868417
726	0.4598067313
727	0.4595786673
728	0.4593922519
729	0.4590884613
730	0.4589569042
731	0.4588569317
732	0.4586787069
733	0.4583883399
734	0.4581106537
735	0.4579217181
736	0.4575888379
737	0.4575675488
738	0.4573598459
739	0.4569936634
740	0.4567042066
741	0.4566253418
742	0.4564378973
743	0.4561897651
744	0.4557979516
745	0.4554571177
746	0.4552841124
747	0.4549930783
748	0.4547973874
749	0.4543806989
750	0.4543097284
751	0.4542087244
752	0.4538878172
753	0.4538029646
754	0.4534613987
755	0.453110446
756	0.4527496344
757	0.4525362894
758	0.4524262473
759	0.4522274076
760	0.4520956968
761	0.451949082
762	0.4516651722
763	0.4514867736
764	0.4512165885
765	0.4509614407
766	0.4508317848
767	0.450624039
768	0.4505217227
769	0.4504406402
770	0.4503201658
771	0.4497941478
772	0.4497255348
773	0.4494285805
774	0.4491889251
775	0.4489793998
776	0.4489334918
777	0.4487704798
778	0.4485002202
779	0.4481225927
780	0.4477556826
781	0.4476274196
782	0.4475710964
783	0.4472316136
784	0.4467777513
785	0.4465776908
786	0.4463336365
787	0.4459900261
788	0.4459407037
789	0.4458571475
790	0.4456461897
791	0.4453282457
792	0.445267617
793	0.4448876392
794	0.4445487895
795	0.4444262856
796	0.4442737492
797	0.4441580297
798	0.4440833021
799	0.4438635601
800	0.4435375145
801	0.4435058868
802	0.4432702383
803	0.4430742669
804	0.4428243492
805	0.4428137089
806	0.4425958205
807	0.4421632567
808	0.442153709
809	0.4421044308
810	0.4419959535
811	0.4418138071
812	0.4417591198
813	0.4414018339
814	0.4411391854
815	0.4408731087
816	0.4407874542
817	0.4405144724
818	0.4404512637
819	0.4403563068
820	0.4403206216
821	0.4403051015
822	0.4399759448
823	0.4398295834
824	0.4395220791
825	0.439254343
826	0.4389226538
827	0.4387437979
828	0.4384849198
829	0.438437142
830	0.4381381397
831	0.4377932967
832	0.4373473429
833	0.437239685
834	0.4371517167
835	0.4369429098
836	0.4367146422
837	0.4365945093
838	0.4364948052
839	0.4364282005
840	0.4363706892
841	0.4357321818
842	0.4356438417
843	0.4353077787
844	0.435057629
845	0.4348614669
846	0.4346386646
847	0.4343451942
848	0.4342992554
849	0.4342311556
850	0.4339384689
851	0.4337728074
852	0.4336030626
853	0.4333938961
854	0.4332898445
855	0.4330336798
856	0.433007078
857	0.4328775277
858	0.4328113693
859	0.4327842484
860	0.4327494457
861	0.4321143905
862	0.4320423955
863	0.4317230042
864	0.4315549355
865	0.4313387627
866	0.4311690839
867	0.4308491273
868	0.4305698716
869	0.4303018486
870	0.4302061283
871	0.4301417618
872	0.4298007102
873	0.4296353349
874	0.4293967102
875	0.4292805314
876	0.4291840385
877	0.4290930882
878	0.4289084948
879	0.4288593906
880	0.4287708968
881	0.4286113699
882	0.4285873582
883	0.4285282194
884	0.4282998232
885	0.4281176842
886	0.4277709682
887	0.4275893918
888	0.427267255
889	0.427120254
890	0.4269783486
891	0.4269366713
892	0.4268635632
893	0.4268565458
894	0.4268140592
895	0.4266900021
896	0.4263406207
897	0.4262554738
898	0.4261128122
899	0.4258075493
900	0.4256913282
901	0.425500137
902	0.4254226501
903	0.4251874224
904	0.4250576914
905	0.4248645997
906	0.4247026296
907	0.4244128419
908	0.4243049912
909	0.4242552646
910	0.4242017345
911	0.4237826669
912	0.4236177013
913	0.4233002007
914	0.4231971437
915	0.4230970611
916	0.423052874
917	0.4226963886
918	0.4225293339
919	0.4221461717
920	0.4219061225
921	0.4217702863
922	0.4215521568
923	0.4213745525
924	0.4213585173
925	0.4212332781
926	0.4212237492
927	0.4210920522
928	0.4208814419
929	0.4208492176
930	0.4206239993
931	0.4205825527
932	0.4205732208
933	0.4204212763
934	0.4201712452
935	0.4199892203
936	0.4198738688
937	0.4197707806
938	0.4196542799
939	0.419545681
940	0.4192488642
941	0.4190447593
942	0.4190335696
943	0.4187983088
944	0.4186360106
945	0.4183811859
946	0.4180175488
947	0.4180042752
948	0.4178014347
949	0.4175612767
950	0.4175449284
951	0.417242414
952	0.4171994578
953	0.4171855954
954	0.4171394038
955	0.4171212014
956	0.4170673735
957	0.4170044301
958	0.4164613002
959	0.4161685905
960	0.416045244
961	0.4158135859
962	0.4157180642
963	0.4155976115
964	0.4154457318
965	0.4152316091
966	0.415224134
967	0.4151751139
968	0.41509707
969	0.4149934315
970	0.4148631227
971	0.4145085695
972	0.4144761469
973	0.4143529334
974	0.4141833825
975	0.4140696757
976	0.4138467125
977	0.4135387923
978	0.413495776
979	0.4134221333
980	0.4133390982
981	0.4131491415
982	0.4130211922
983	0.4127306562
984	0.4126555038
985	0.4125775663
986	0.4124555126
987	0.4124423746
988	0.4121770214
989	0.411681962
990	0.4115402057
991	0.4114022367
992	0.4113131546
993	0.4111609768
994	0.4110860125
995	0.411076843
996	0.4109015953
997	0.4106646117
998	0.4105005743
999	0.4104505413
